Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Clasp1	3.80E-13	0.099773942	0.348	0.288	4.94E-09
Nelfb	3.82E-13	0.108849656	0.297	0.225	4.96E-09
Ucp2	3.84E-13	0.102528779	0.512	0.456	4.99E-09
Osbpl9	3.97E-13	0.120469936	0.272	0.202	5.16E-09
Sec31a	4.05E-13	-0.104911497	0.328	0.393	5.27E-09
Ssu72	4.42E-13	0.090787923	0.476	0.428	5.75E-09
Cwf19l2	4.57E-13	0.092392666	0.452	0.394	5.94E-09
Ndufa4	4.63E-13	0.079107179	0.838	0.811	6.01E-09
Ube2i	4.72E-13	0.08580487	0.725	0.688	6.13E-09
Phf12	4.89E-13	0.108290141	0.296	0.232	6.35E-09
Ppp2r2d	5.01E-13	0.116968828	0.275	0.208	6.51E-09
Dctn4	5.12E-13	0.104765755	0.307	0.247	6.66E-09
Fyn	5.28E-13	0.123956801	0.274	0.213	6.86E-09
Bcl2	5.34E-13	0.119187315	0.297	0.25	6.94E-09
Srsf10	5.46E-13	-0.109882255	0.638	0.673	7.10E-09
Snrpg	5.51E-13	0.083391789	0.749	0.715	7.16E-09
Dhx9	5.63E-13	-0.108370266	0.484	0.534	7.31E-09
BC005624	5.65E-13	0.088819846	0.443	0.395	7.35E-09
Utp15	5.74E-13	-0.136969991	0.186	0.272	7.46E-09
Ndufb7	6.14E-13	0.083016859	0.701	0.66	7.98E-09
Safb2	6.19E-13	0.089083057	0.65	0.601	8.04E-09
Thoc2	6.59E-13	0.090826851	0.614	0.576	8.57E-09
Ywhah	6.87E-13	0.093374256	0.389	0.336	8.93E-09
Phf21a	7.42E-13	0.146067029	0.242	0.147	9.64E-09
P2rx4	7.48E-13	0.10914849	0.307	0.253	9.72E-09
Anp32a	7.93E-13	0.090433456	0.475	0.423	1.03E-08
Ndufb8	8.32E-13	0.086932616	0.428	0.376	1.08E-08
Wdr18	8.42E-13	-0.125269136	0.216	0.294	1.09E-08
Bud31	8.52E-13	0.102570212	0.303	0.233	1.11E-08
Vmp1	8.56E-13	0.12106804	0.269	0.213	1.11E-08
Telo2	8.69E-13	-0.184680552	0.111	0.234	1.13E-08
Wdr36	8.71E-13	-0.149288017	0.163	0.257	1.13E-08
Pwp2	9.53E-13	-0.17750794	0.119	0.236	1.24E-08
Aftph	1.04E-12	0.097084004	0.346	0.293	1.36E-08
Trappc5	1.05E-12	0.088071961	0.468	0.423	1.36E-08
Slc15a3	1.09E-12	0.166030417	0.21	0.148	1.41E-08
Tnip1	1.13E-12	0.111342414	0.284	0.216	1.46E-08
Gpbp1l1	1.13E-12	0.095505768	0.339	0.28	1.47E-08
Mob3a	1.17E-12	0.108357937	0.299	0.232	1.52E-08
Ilf3	1.22E-12	-0.10715721	0.329	0.399	1.58E-08
Stk38	1.22E-12	0.096542419	0.355	0.294	1.59E-08
B3gnt5	1.33E-12	0.130496914	0.26	0.2	1.73E-08
Mob1a	1.34E-12	0.086323221	0.613	0.581	1.74E-08
Rps6kb1	1.38E-12	-0.104639541	0.394	0.451	1.79E-08
Atxn7l3b	1.44E-12	0.088800776	0.494	0.447	1.88E-08
Mrpl30	1.46E-12	-0.099543904	0.382	0.441	1.90E-08
BC031181	1.50E-12	0.094540408	0.331	0.265	1.94E-08
Ndufa1	1.51E-12	0.08368065	0.552	0.502	1.96E-08
Tnks2	1.54E-12	0.095831912	0.33	0.275	2.01E-08
Serf2	1.56E-12	0.076046277	0.882	0.863	2.02E-08
Orai1	1.57E-12	0.124310827	0.273	0.202	2.04E-08
Tmem59	1.58E-12	0.110872913	0.281	0.206	2.05E-08
Ubap2l	1.76E-12	-0.116631881	0.717	0.749	2.28E-08
Zswim8	1.78E-12	0.09533355	0.328	0.273	2.31E-08
Chmp3	1.79E-12	0.111192723	0.283	0.213	2.32E-08
Tbl1xr1	1.94E-12	0.099815463	0.322	0.27	2.51E-08
Lynx1	2.05E-12	0.105993077	0.347	0.3	2.66E-08
Gpr132	2.11E-12	0.100850101	0.332	0.287	2.74E-08
Ifrd1	2.41E-12	-0.109500207	0.35	0.406	3.13E-08
Higd2a	2.44E-12	0.113594741	0.273	0.198	3.18E-08
Cad	2.46E-12	-0.215253957	0.08	0.215	3.20E-08
Nudt5	2.49E-12	-0.132441311	0.192	0.277	3.24E-08
Fam120b	2.56E-12	0.107068661	0.293	0.227	3.33E-08
Mcm5	2.68E-12	0.131980704	0.246	0.166	3.48E-08
Eif3l	2.70E-12	-0.09947516	0.364	0.421	3.51E-08
Map2k1	2.71E-12	0.107717406	0.284	0.222	3.52E-08
Fam76b	3.16E-12	0.111146656	0.278	0.217	4.10E-08
Ddit3	3.18E-12	0.158511846	0.222	0.136	4.13E-08
Mbd2	3.33E-12	0.099296998	0.306	0.239	4.33E-08
Nmt1	3.38E-12	0.086794073	0.403	0.346	4.39E-08
Txn1	3.42E-12	0.092190062	0.605	0.546	4.44E-08
Txlna	3.76E-12	-0.106119959	0.28	0.348	4.88E-08
Rnf111	3.77E-12	0.087635421	0.396	0.34	4.91E-08
Cux1	3.79E-12	0.098363739	0.331	0.275	4.93E-08
Mapre1	3.84E-12	0.086734739	0.483	0.434	4.99E-08
Dock11	4.03E-12	0.11008677	0.281	0.214	5.23E-08
Mdh1	4.13E-12	0.094187067	0.324	0.268	5.37E-08
Gak	4.17E-12	0.098135308	0.307	0.247	5.42E-08
Tespa1	4.42E-12	0.206749197	0.199	0.081	5.75E-08
Trmt61a	4.72E-12	-0.203090213	0.088	0.218	6.14E-08
Alyref	4.82E-12	-0.10041949	0.407	0.457	6.26E-08
Crlf2	4.94E-12	0.109646725	0.278	0.215	6.42E-08
Tomm7	5.08E-12	0.080665257	0.684	0.639	6.60E-08
Tpr	5.53E-12	0.075458807	0.901	0.881	7.19E-08
Mrps21	5.64E-12	0.081978823	0.488	0.438	7.33E-08
Mrps17	5.81E-12	-0.106615084	0.267	0.328	7.56E-08
Bmt2	5.90E-12	0.140758164	0.233	0.159	7.67E-08
Snrpd2	6.23E-12	-0.101521009	0.589	0.631	8.09E-08
Ruvbl2	6.24E-12	-0.155651553	0.142	0.245	8.11E-08
Eno1	6.25E-12	-0.104599952	0.288	0.35	8.12E-08
Il4ra	6.43E-12	0.098704489	0.344	0.285	8.36E-08
Dnm2	6.56E-12	0.108209602	0.28	0.209	8.53E-08
Usp10	6.72E-12	-0.121963815	0.209	0.287	8.73E-08
Snn	6.79E-12	0.130171798	0.251	0.184	8.83E-08
Specc1l	7.40E-12	0.098988669	0.308	0.253	9.62E-08
Lamtor2	7.41E-12	0.084277754	0.401	0.337	9.63E-08
Lamp2	7.54E-12	0.110508142	0.274	0.208	9.80E-08
Rae1	7.57E-12	-0.128373673	0.194	0.273	9.84E-08
Rprd2	8.32E-12	0.092236467	0.333	0.275	1.08E-07
H2-DMa	9.02E-12	0.100766658	0.387	0.332	1.17E-07
Stx6	9.36E-12	0.112094426	0.27	0.209	1.22E-07
Ppp2r2a	9.54E-12	-0.098857586	0.385	0.441	1.24E-07
Emg1	1.02E-11	-0.09699655	0.428	0.479	1.33E-07
Rrp7a	1.03E-11	-0.132836594	0.177	0.267	1.33E-07
Pde7a	1.06E-11	0.098911753	0.326	0.28	1.38E-07
Ccnt2	1.12E-11	0.084628264	0.408	0.354	1.46E-07
Il2ra	1.14E-11	0.091865757	0.563	0.528	1.49E-07
Nfx1	1.17E-11	-0.103280195	0.292	0.357	1.52E-07
Gm26669	1.18E-11	0.100912119	0.315	0.259	1.54E-07
Selenow	1.25E-11	-0.10063263	0.447	0.508	1.62E-07
Csnk2b	1.26E-11	0.083104273	0.43	0.382	1.63E-07
Picalm	1.27E-11	0.089879206	0.353	0.303	1.65E-07
Mrps18c	1.28E-11	0.107299343	0.275	0.205	1.66E-07
Hnrnpdl	1.34E-11	-0.112712157	0.673	0.718	1.74E-07
Capza2	1.39E-11	0.081300566	0.542	0.499	1.81E-07
Rpl10	1.58E-11	0.057882467	0.984	0.98	2.05E-07
S100a10	1.70E-11	0.100036587	0.365	0.303	2.21E-07
Rras2	1.70E-11	0.087851921	0.426	0.386	2.21E-07
Rpl37	1.72E-11	-0.066607081	0.999	0.999	2.24E-07
Osbpl8	1.75E-11	0.09594839	0.323	0.272	2.28E-07
Rnf10	1.80E-11	0.085529563	0.381	0.335	2.34E-07
Akap8l	1.81E-11	0.106346287	0.278	0.21	2.36E-07
Prdx5	1.86E-11	0.095017822	0.318	0.256	2.41E-07
Zfand6	1.97E-11	0.098057456	0.3	0.238	2.56E-07
Herpud1	2.04E-11	0.093570972	0.434	0.389	2.65E-07
Pcf11	2.07E-11	0.087597297	0.435	0.394	2.70E-07
Sbds	2.09E-11	0.097375921	0.302	0.253	2.72E-07
Ets1	2.18E-11	0.119198882	0.536	0.464	2.83E-07
Snap29	2.18E-11	0.097694084	0.3	0.241	2.84E-07
Nfkbid	2.19E-11	0.115617557	0.506	0.479	2.85E-07
Ifi203	2.30E-11	0.11760641	0.331	0.259	2.99E-07
Sh3kbp1	2.34E-11	0.123499864	0.251	0.18	3.04E-07
Ip6k1	2.35E-11	0.135575846	0.236	0.149	3.05E-07
Ier3ip1	2.43E-11	0.084588114	0.389	0.346	3.15E-07
Srsf11	2.70E-11	-0.108478654	0.754	0.785	3.50E-07
Srpr	2.79E-11	0.083905815	0.409	0.36	3.63E-07
Rrp12	2.96E-11	-0.196708279	0.088	0.216	3.85E-07
Cdk11b	3.08E-11	0.081634915	0.619	0.585	4.00E-07
Bcl9l	3.18E-11	0.107594936	0.278	0.222	4.13E-07
Sbno2	3.28E-11	0.09735381	0.298	0.239	4.26E-07
Ncoa3	3.78E-11	0.110181675	0.264	0.199	4.92E-07
Adsl	3.89E-11	-0.140819117	0.161	0.25	5.05E-07
Gcsh	4.19E-11	-0.212570065	0.072	0.21	5.44E-07
Bms1	4.34E-11	-0.10216685	0.366	0.43	5.64E-07
Snx2	4.35E-11	0.091249579	0.346	0.297	5.65E-07
Zbtb18	4.57E-11	0.106869983	0.27	0.208	5.94E-07
Slc25a39	4.75E-11	-0.131747505	0.181	0.26	6.18E-07
Fkbp3	4.76E-11	-0.099133023	0.401	0.455	6.19E-07
Ezr	4.83E-11	0.085028819	0.751	0.737	6.27E-07
Clk4	4.93E-11	0.085734443	0.365	0.302	6.40E-07
Ubap2	5.04E-11	-0.111629683	0.232	0.305	6.55E-07
Snrnp27	5.17E-11	0.089956077	0.335	0.273	6.72E-07
Atp1b3	5.57E-11	-0.099500107	0.3	0.369	7.23E-07
Dhx15	5.59E-11	-0.102516629	0.578	0.625	7.26E-07
Tbl3	5.73E-11	-0.141931232	0.156	0.247	7.45E-07
Hnrnpul1	5.88E-11	0.081186399	0.433	0.381	7.64E-07
Psme2	6.31E-11	0.074856947	0.728	0.699	8.21E-07
Kdm2b	6.43E-11	0.096339325	0.508	0.469	8.36E-07
Spcs1	6.51E-11	0.07999966	0.415	0.365	8.46E-07
Psmc1	6.59E-11	0.083394743	0.369	0.316	8.56E-07
Rnf115	6.65E-11	0.089995911	0.329	0.274	8.64E-07
Cfdp1	6.90E-11	-0.093145065	0.381	0.434	8.97E-07
Nufip1	7.04E-11	-0.135403844	0.167	0.255	9.15E-07
Hprt	7.16E-11	-0.095561672	0.328	0.38	9.30E-07
Il16	7.22E-11	0.089218487	0.403	0.352	9.38E-07
Fgfr1op2	7.24E-11	0.082670796	0.422	0.373	9.41E-07
Apoe	7.37E-11	0.22404458	0.352	0.3	9.57E-07
Slc7a5	7.59E-11	-0.181854165	0.105	0.217	9.87E-07
Epn1	8.08E-11	0.090009193	0.319	0.261	1.05E-06
Oard1	8.16E-11	0.129845119	0.237	0.154	1.06E-06
Btk	8.58E-11	0.096538677	0.308	0.254	1.11E-06
Mkln1	8.76E-11	0.082392908	0.46	0.409	1.14E-06
Rlim	8.92E-11	0.082144284	0.391	0.349	1.16E-06
Uqcrq	9.10E-11	-0.114400165	0.687	0.695	1.18E-06
Mia3	9.12E-11	0.086271423	0.367	0.32	1.19E-06
Rpia	9.28E-11	-0.124352527	0.196	0.278	1.21E-06
Sypl	9.76E-11	0.088908243	0.341	0.29	1.27E-06
Dusp2	9.89E-11	0.119305678	0.475	0.445	1.28E-06
Calm3	1.04E-10	0.085054077	0.356	0.301	1.35E-06
Alkbh6	1.11E-10	0.092614477	0.298	0.242	1.45E-06
Plekho1	1.17E-10	0.126801181	0.241	0.162	1.51E-06
Eif2s3x	1.19E-10	-0.099432057	0.285	0.337	1.55E-06
Snrpa	1.22E-10	-0.109821593	0.231	0.299	1.58E-06
Fryl	1.24E-10	0.094726769	0.303	0.249	1.61E-06
Mrpl42	1.27E-10	-0.113158739	0.216	0.288	1.65E-06
Gpr65	1.36E-10	0.102249083	0.295	0.253	1.77E-06
Rps10	1.37E-10	-0.065163173	0.999	1	1.78E-06
Dennd1b	1.38E-10	0.090592028	0.325	0.272	1.80E-06
Psmd3	1.39E-10	-0.09367284	0.309	0.367	1.80E-06
Ino80	1.50E-10	-0.104714716	0.255	0.318	1.95E-06
Hp1bp3	1.57E-10	0.082883154	0.373	0.326	2.04E-06
Cited2	1.60E-10	0.119832103	0.275	0.246	2.08E-06
Lsm14a	1.65E-10	0.082683277	0.353	0.3	2.14E-06
Rad23b	1.65E-10	-0.093920561	0.342	0.39	2.15E-06
Ctps	1.67E-10	-0.195889307	0.084	0.211	2.17E-06
Ahctf1	1.67E-10	-0.095171417	0.398	0.454	2.17E-06
Casp8ap2	1.69E-10	0.085915773	0.375	0.327	2.20E-06
Copb1	1.76E-10	0.086667202	0.335	0.273	2.29E-06
Dnajc5	1.82E-10	0.078861802	0.432	0.387	2.37E-06
Hexim1	1.86E-10	0.130961342	0.232	0.153	2.41E-06
Stat5a	1.91E-10	0.116500957	0.254	0.211	2.48E-06
Nomo1	1.93E-10	-0.171342036	0.112	0.223	2.51E-06
Gon4l	2.00E-10	0.084234485	0.348	0.29	2.60E-06
Slc35a4	2.07E-10	-0.11384907	0.209	0.281	2.69E-06
Sars	2.14E-10	-0.104482047	0.332	0.392	2.78E-06
Senp1	2.19E-10	0.09160736	0.298	0.242	2.85E-06
Nbeal1	2.23E-10	0.10629292	0.268	0.204	2.90E-06
Mvp	2.26E-10	0.08922649	0.308	0.258	2.94E-06
1700020I14Rik	2.29E-10	0.079821599	0.406	0.36	2.97E-06
Yars	2.36E-10	-0.145811771	0.147	0.236	3.06E-06
Mapkapk2	2.38E-10	0.102082545	0.272	0.206	3.09E-06
Washc4	2.64E-10	0.085288084	0.345	0.296	3.43E-06
Nudt3	2.67E-10	-0.123702388	0.18	0.264	3.47E-06
Dbnl	2.68E-10	0.080689192	0.393	0.344	3.48E-06
Cdk17	2.74E-10	0.084764024	0.34	0.289	3.56E-06
Ghitm	2.84E-10	0.078859279	0.523	0.487	3.68E-06
Faf2	2.99E-10	0.092966614	0.293	0.236	3.89E-06
Lmbrd1	3.02E-10	0.113076557	0.248	0.182	3.92E-06
Mogs	3.16E-10	-0.158517987	0.125	0.229	4.10E-06
Denr	3.33E-10	0.076218313	0.571	0.549	4.32E-06
Htt	3.41E-10	0.088875944	0.302	0.249	4.43E-06
Pspc1	3.66E-10	0.105938155	0.261	0.193	4.75E-06
Zmiz2	3.72E-10	0.076553305	0.49	0.457	4.84E-06
Pinx1	3.84E-10	-0.122175336	0.191	0.267	4.99E-06
Atp11b	3.87E-10	0.083524231	0.348	0.298	5.03E-06
Akr1b3	3.94E-10	-0.098505111	0.262	0.329	5.13E-06
Smarca4	3.97E-10	-0.09276245	0.417	0.466	5.16E-06
Ythdc1	4.01E-10	0.078288092	0.627	0.587	5.21E-06
Erap1	4.08E-10	-0.142094692	0.148	0.241	5.31E-06
AI314180	4.15E-10	-0.096193055	0.306	0.367	5.39E-06
Hnrnpc	4.18E-10	0.069825147	0.787	0.758	5.44E-06
Timm17a	4.31E-10	-0.101242527	0.26	0.318	5.61E-06
Dyrk1a	4.66E-10	0.096913528	0.276	0.209	6.06E-06
Mark3	4.98E-10	0.078808591	0.373	0.33	6.47E-06
1110004F10Rik	5.06E-10	0.074805296	0.534	0.492	6.58E-06
Ap2s1	5.18E-10	0.084010934	0.318	0.266	6.74E-06
Esd	5.25E-10	0.081614594	0.341	0.284	6.82E-06
Fam104a	5.74E-10	0.075169123	0.452	0.407	7.46E-06
Mllt6	5.92E-10	0.07948396	0.373	0.332	7.70E-06
Bod1l	6.09E-10	0.083663867	0.58	0.539	7.92E-06
Ly6d	6.13E-10	0.105310957	0.894	0.875	7.96E-06
Ahcyl2	6.15E-10	0.126783467	0.225	0.165	7.99E-06
Krr1	6.16E-10	-0.11038611	0.214	0.286	8.00E-06
Ndufb2	6.20E-10	0.07522937	0.421	0.367	8.05E-06
Rbm28	6.21E-10	-0.097049233	0.373	0.417	8.08E-06
Ppp2ca	6.24E-10	0.074920094	0.52	0.48	8.11E-06
Ndufv3	6.26E-10	0.091585694	0.285	0.229	8.14E-06
Tnpo1	6.27E-10	-0.098395623	0.262	0.328	8.15E-06
Abca1	6.28E-10	0.124297033	0.235	0.188	8.16E-06
Fam174a	6.42E-10	0.120897202	0.238	0.159	8.34E-06
Dnajb11	6.57E-10	0.085492954	0.315	0.278	8.54E-06
Pten	6.78E-10	0.079531314	0.408	0.365	8.81E-06
Dot1l	6.79E-10	-0.097521324	0.287	0.355	8.82E-06
Zfp706	6.98E-10	-0.091800608	0.516	0.565	9.08E-06
Nrros	7.07E-10	0.091618361	0.299	0.246	9.19E-06
Hivep2	7.22E-10	0.115205028	0.246	0.174	9.38E-06
Dnajc11	7.53E-10	-0.120051371	0.188	0.264	9.79E-06
Slc15a2	7.65E-10	0.296918924	0.175	0	9.95E-06
Pnrc2	7.72E-10	0.105751107	0.256	0.187	1.00E-05
Pitrm1	7.77E-10	-0.131651831	0.179	0.253	1.01E-05
Ldlr	7.85E-10	0.099855259	0.416	0.398	1.02E-05
Card6	7.92E-10	0.134769284	0.221	0.144	1.03E-05
Ufc1	7.95E-10	0.089836073	0.286	0.228	1.03E-05
Cerk	8.13E-10	0.09109169	0.371	0.327	1.06E-05
Sf3b6	8.31E-10	0.070189778	0.654	0.618	1.08E-05
Derl2	8.37E-10	0.091157842	0.287	0.227	1.09E-05
Sel1l	8.42E-10	0.09825885	0.269	0.216	1.09E-05
Cox6a1	8.60E-10	0.071930415	0.606	0.569	1.12E-05
Cab39l	8.86E-10	0.09827575	0.269	0.207	1.15E-05
Pcgf5	8.87E-10	0.082104301	0.422	0.396	1.15E-05
Arhgef3	9.17E-10	0.097157455	0.284	0.223	1.19E-05
Pcm1	9.32E-10	0.079981474	0.456	0.413	1.21E-05
Gm20696	9.49E-10	0.093039676	0.312	0.267	1.23E-05
Hnrnpk	9.78E-10	0.063685427	0.86	0.836	1.27E-05
Aamp	9.81E-10	0.073447956	0.495	0.46	1.28E-05
Gadd45gip1	1.06E-09	-0.089098302	0.337	0.391	1.37E-05
Rpl6	1.09E-09	-0.070075419	0.999	0.999	1.41E-05
Lman2	1.09E-09	0.07303854	0.435	0.39	1.42E-05
Anapc13	1.10E-09	0.083279669	0.326	0.274	1.43E-05
Usmg5	1.11E-09	0.071335588	0.601	0.558	1.44E-05
Ssb	1.11E-09	-0.099554355	0.722	0.75	1.44E-05
Gemin7	1.11E-09	0.079454731	0.345	0.294	1.44E-05
Mark2	1.12E-09	0.075355205	0.403	0.361	1.46E-05
Tbl1x	1.16E-09	0.077892773	0.486	0.461	1.50E-05
Psmb5	1.18E-09	-0.091947031	0.549	0.584	1.53E-05
Rab7	1.19E-09	0.074622374	0.416	0.374	1.55E-05
Heatr3	1.22E-09	-0.189931406	0.085	0.206	1.59E-05
Peli1	1.26E-09	0.094006685	0.29	0.249	1.63E-05
Lbh	1.27E-09	0.150310997	0.206	0.12	1.65E-05
Ap3d1	1.27E-09	0.098033553	0.268	0.208	1.66E-05
Mfap1b	1.29E-09	0.133904886	0.221	0.136	1.68E-05
Ppp1r15a	1.33E-09	0.104773295	0.294	0.243	1.73E-05
Dapp1	1.34E-09	0.143124283	0.215	0.124	1.74E-05
Nup153	1.37E-09	-0.092080391	0.304	0.356	1.78E-05
Epc2	1.37E-09	0.098113827	0.269	0.205	1.78E-05
Psma7	1.38E-09	-0.102519279	0.719	0.738	1.80E-05
Plcg2	1.41E-09	0.095429418	0.271	0.22	1.83E-05
Cops7a	1.44E-09	-0.133394781	0.155	0.244	1.87E-05
Stat5b	1.47E-09	0.116243225	0.236	0.167	1.91E-05
Idh3a	1.51E-09	-0.127047662	0.171	0.248	1.97E-05
Vdac3	1.58E-09	0.075232591	0.377	0.331	2.05E-05
Ugcg	1.59E-09	0.086775346	0.549	0.508	2.07E-05
Nsd1	1.64E-09	0.074132819	0.632	0.601	2.13E-05
Srsf5	1.64E-09	0.068573638	0.813	0.795	2.14E-05
Nus1	1.67E-09	-0.097368034	0.271	0.321	2.17E-05
Casz1	1.72E-09	0.141919814	0.209	0.136	2.23E-05
Dpp8	1.78E-09	0.078787933	0.368	0.327	2.31E-05
Rb1	1.81E-09	0.125429442	0.228	0.149	2.35E-05
Atp6v1e1	1.94E-09	0.09374372	0.276	0.218	2.52E-05
Pgk1	1.95E-09	-0.091277497	0.3	0.354	2.53E-05
Ube2e1	2.09E-09	-0.10651014	0.212	0.283	2.72E-05
Ublcp1	2.10E-09	0.12523451	0.224	0.152	2.73E-05
Yae1d1	2.12E-09	-0.110081901	0.208	0.289	2.76E-05
Tmem238	2.13E-09	-0.208640901	0.068	0.196	2.76E-05
Rad23a	2.25E-09	-0.092492951	0.292	0.348	2.92E-05
Acp1	2.25E-09	0.084460116	0.317	0.272	2.92E-05
Fam133b	2.39E-09	0.073586572	0.514	0.485	3.10E-05
Glg1	2.42E-09	0.085116018	0.302	0.249	3.14E-05
Irf9	2.59E-09	0.0978486	0.272	0.217	3.37E-05
Prkd2	2.60E-09	0.081397619	0.368	0.327	3.38E-05
Pgls	2.62E-09	-0.098098108	0.635	0.676	3.41E-05
Rtn3	2.65E-09	0.099418368	0.26	0.199	3.44E-05
Impa1	2.73E-09	0.105629025	0.251	0.18	3.55E-05
Mllt10	2.93E-09	0.076943852	0.361	0.313	3.81E-05
Ms4a6c	3.01E-09	0.193447297	0.159	0.099	3.91E-05
Sf1	3.01E-09	0.071536741	0.559	0.523	3.92E-05
Add1	3.06E-09	0.101922287	0.255	0.194	3.97E-05
Aimp2	3.22E-09	-0.175876607	0.094	0.212	4.19E-05
Ak2	3.26E-09	-0.088214613	0.393	0.435	4.24E-05
H2-Eb2	3.33E-09	0.113104397	0.239	0.17	4.33E-05
Traf3ip3	3.45E-09	0.105487072	0.25	0.186	4.48E-05
Rnf4	3.45E-09	-0.088233162	0.329	0.378	4.49E-05
Egln2	3.47E-09	0.091196645	0.273	0.221	4.51E-05
Apbb1ip	3.49E-09	0.07610737	0.4	0.355	4.53E-05
Gpr107	3.61E-09	0.079796917	0.318	0.267	4.69E-05
Nrm	3.62E-09	0.105118898	0.248	0.184	4.71E-05
Rps7	3.68E-09	-0.058809916	0.999	0.999	4.78E-05
Psmc6	3.68E-09	0.072070793	0.408	0.365	4.79E-05
Ighm	3.72E-09	0.118452182	0.98	0.967	4.83E-05
Mob4	3.80E-09	0.077735952	0.33	0.286	4.93E-05
Pcif1	3.84E-09	0.078325721	0.33	0.278	4.99E-05
Fam120a	3.84E-09	-0.093735805	0.258	0.322	5.00E-05
Zfp644	3.88E-09	0.072177946	0.517	0.478	5.05E-05
Fam96b	3.89E-09	0.110731332	0.24	0.169	5.05E-05
Csnk1g3	3.96E-09	0.08083056	0.339	0.297	5.14E-05
Etv3	4.01E-09	0.103378172	0.251	0.193	5.21E-05
Rasgef1b	4.67E-09	0.124370468	0.222	0.164	6.07E-05
Ppp4r2	4.79E-09	0.074421458	0.559	0.525	6.23E-05
Ppp6r1	4.83E-09	0.076496802	0.34	0.297	6.28E-05
Ncoa2	4.84E-09	0.095611047	0.269	0.205	6.29E-05
Psmd4	4.93E-09	0.068684427	0.568	0.527	6.41E-05
mt-Nd4l	4.93E-09	0.058578777	0.943	0.934	6.41E-05
Cyld	4.96E-09	0.076118377	0.394	0.339	6.44E-05
Rab6a	4.99E-09	0.103595274	0.246	0.185	6.49E-05
Brd2	5.01E-09	0.074000375	0.64	0.617	6.51E-05
Jade2	5.12E-09	0.079598731	0.362	0.326	6.65E-05
Nab1	5.13E-09	0.095109698	0.272	0.213	6.66E-05
Sfn	5.21E-09	0.09687211	0.357	0.332	6.77E-05
Bcap31	5.58E-09	0.087241379	0.284	0.225	7.26E-05
Sys1	5.77E-09	0.075374125	0.356	0.313	7.50E-05
Ppp2r5a	6.02E-09	0.072527599	0.395	0.349	7.82E-05
Safb	6.25E-09	0.072944724	0.436	0.392	8.13E-05
Ints6	6.29E-09	0.080269143	0.332	0.289	8.17E-05
Bnip3l	6.38E-09	0.082295871	0.316	0.269	8.30E-05
Otud7b	6.44E-09	0.091832622	0.276	0.218	8.36E-05
Tgs1	6.55E-09	-0.09249159	0.334	0.383	8.51E-05
Smarcd2	6.71E-09	0.071825055	0.367	0.329	8.72E-05
Snx11	6.91E-09	0.097243094	0.26	0.217	8.98E-05
Zfand5	7.19E-09	0.075338185	0.358	0.315	9.35E-05
Mafg	7.31E-09	-0.113271571	0.197	0.267	9.49E-05
Slc25a3	7.48E-09	0.060131272	0.848	0.83	9.73E-05
Atm	8.26E-09	-0.141153036	0.137	0.228	0.000107402
Ywhab	8.32E-09	0.069668942	0.65	0.612	0.000108074
Zzz3	8.32E-09	-0.086680637	0.331	0.381	0.000108126
Snrnp70	8.41E-09	-0.092249124	0.814	0.847	0.000109306
mt-Atp8	8.52E-09	0.06889266	0.645	0.627	0.000110685
Ccdc12	8.57E-09	0.06846583	0.425	0.385	0.000111368
Hnrnpa3	8.76E-09	0.054790638	0.902	0.878	0.000113865
Rab11a	9.01E-09	0.102979618	0.244	0.179	0.000117095
Rnaseh2c	9.05E-09	0.077403729	0.317	0.266	0.000117601
Scpep1	9.15E-09	0.117766712	0.226	0.157	0.000118913
Chd1	9.26E-09	-0.090327665	0.479	0.528	0.000120357
Nup210	9.32E-09	-0.146051428	0.124	0.226	0.000121165
Mien1	9.33E-09	0.076333725	0.315	0.265	0.000121232
Grpel1	9.74E-09	-0.081378552	0.369	0.411	0.000126567
Lgmn	9.74E-09	0.128647059	0.214	0.141	0.000126646
Ubxn1	9.75E-09	0.066546642	0.609	0.567	0.000126664
Virma	9.84E-09	0.093833009	0.259	0.204	0.000127936
Necap2	1.05E-08	0.092083386	0.26	0.207	0.00013688
Dusp4	1.06E-08	0.128635962	0.216	0.14	0.000137177
Sms	1.07E-08	-0.09063148	0.465	0.525	0.00013926
Ptms	1.07E-08	0.156252035	0.189	0.114	0.000139597
Tuba1a	1.12E-08	0.127021182	0.217	0.139	0.000146034
Pan3	1.13E-08	0.073152383	0.443	0.416	0.000147377
Irf3	1.14E-08	0.071900888	0.359	0.316	0.000147794
Pdcd6ip	1.17E-08	0.07404242	0.35	0.311	0.000151924
Pisd	1.18E-08	-0.131664125	0.148	0.236	0.00015364
Tagln2	1.19E-08	0.087010096	0.327	0.312	0.000154575
Cab39	1.20E-08	0.07328938	0.343	0.303	0.000155858
Prelid1	1.23E-08	0.071421868	0.363	0.322	0.000160373
Slc38a1	1.25E-08	-0.093206555	0.476	0.539	0.00016194
Smn1	1.27E-08	-0.103060908	0.217	0.283	0.000164967
Phtf2	1.29E-08	0.086775577	0.285	0.244	0.000168175
Wdr77	1.32E-08	-0.148607598	0.12	0.223	0.000170927
Derl1	1.33E-08	0.08672477	0.272	0.223	0.000172814
Srsf1	1.38E-08	-0.088115026	0.591	0.627	0.000179621
Ltv1	1.39E-08	-0.098692137	0.227	0.3	0.000181052
