gid	dmso	jq1	chr	start	end	gname	else	dir	len	type	type2	LFC
4122	0.0107913669064748	0.0171149144254279	chr15	91447419	91465815	MAN2A2	0	+	18397	no	no	0.665376461118206
4123	0.231034482758621	0.0666666666666667	chr15	75648132	75660968	MAN2C1	0	-	12837	no	no	-1.79307069605136
4124	0.0609418282548476	0.0323383084577114	chr5	109025066	109205326	MAN2A1	0	+	180261	no	no	-0.914188564787963
4125	0.0838574423480084	0.0631578947368421	chr19	12757321	12777591	MAN2B1	0	-	20271	no	no	-0.408975746491642
4126	0.0261096605744125	0.0153015301530153	chr4	103552642	103682151	MANBA	0	-	129510	no	no	-0.770907773101158
4128	0.0759493670886076	0.040650406504065	chrX	43514154	43606071	MAOA	0	+	91918	yes	down	-0.901768162995931
4129	0.0606060606060606	0.0346820809248555	chrX	43625856	43741721	MAOB	0	-	115866	no	no	-0.805271607557115
4131	0.0377358490566038	0.0266666666666667	chr5	71403117	71505397	MAP1B	0	+	102281	no	no	-0.500898235932681
4133	0.253164556962025	0.0360576923076923	chr2	210288770	210598834	MAP2	0	+	310065	no	no	-2.81169646924283
4134	0.00685160427807487	0.00190146931719965	chr3	47892179	48130769	MAP4	0	-	238591	no	no	-1.849327170088
4139	0.0368852459016393	0.0177304964539007	chr1	220701524	220837799	MARK1	0	+	136276	no	no	-1.05681092139086
4140	0.0274794693619709	0.0126038384417072	chr14	103851700	103970166	MARK3	0	+	118467	no	no	-1.124490978627
4141	0.0116591928251121	0.0210045662100457	chr12	57881735	57910438	MARS	0	+	28704	no	no	0.849235078235052
4144	0.15625	0.0909626140712393	chr2	85766100	85772403	MAT2A	0	+	6304	no	no	-0.780510569862189
4147	0.0530973451327434	0.0409638554216867	chr8	98881310	99048946	MATN2	0	+	167637	no	no	-0.374288223289916
4149	0.00693240901213172	0.00481611208406305	chr14	65472818	65569413	MAX	0	-	96596	no	no	-0.525487808080063
4150	0.0368380660015349	0.050105857445307	chr16	29817416	29822504	MAZ	0	+	5089	no	no	0.443781944433642
4152	0.0411160058737151	0.0308151093439364	chr18	47793251	47808144	MBD1	0	-	14894	no	no	-0.416062213464185
4154	6.90131124913734e-05	0.00014208581983518	chr3	151985828	152183569	MBNL1	0	+	197742	no	no	1.04182017569463
4155	0.017913593256059	0.00643004115226337	chr18	74690788	74844774	MBP	0	-	153987	no	no	-1.47815487806029
4157	0.131147540983607	0.147727272727273	chr16	89984286	89987385	MC1R	0	+	3100	no	no	0.171745437066681
4162	0.119760479041916	0.0916030534351145	chr11	119179233	119187840	MCAM	0	-	8608	yes	down	-0.386684303229604
4163	0.0109677419354839	0.00725851479620324	chr5	112357795	112824527	MCC	0	-	466733	no	no	-0.595520244933608
4166	0.468571428571429	0.141176470588235	chr16	75507021	75528926	CHST6	0	-	21906	no	no	-1.7307693282023
4170	0.108604845446951	0.0405946255002859	chr1	150547026	150552214	MCL1	0	-	5189	no	no	-1.41972783050192
4171	0.0604982206405694	0.0378527185134205	chr3	127317199	127341278	MCM2	0	+	24080	no	no	-0.676495795137595
4172	0.0365591397849462	0.0353982300884956	chr6	52128811	52149679	MCM3	0	-	20869	no	no	-0.0465548976701335
4173	0.0198105081826012	0.00650406504065041	chr8	48872762	48890719	MCM4	0	+	17958	no	no	-1.60685229941805
4174	0.0264474624731951	0.0165041260315079	chr22	35796115	35820495	MCM5	0	+	24381	no	no	-0.680302564915872
4175	0.0519902518277823	0.0287150035893754	chr2	136597195	136634047	MCM6	0	-	36853	no	no	-0.856436401229433
4176	0.0394981412639405	0.0249546279491833	chr7	99690350	99699563	MCM7	0	-	9214	no	no	-0.662477368627576
4179	0.0241657077100115	0.0148232611174458	chr1	207925382	207968861	CD46	0	+	43480	no	no	-0.705098370268001
4185	0.113851992409867	0.046448087431694	chr17	42836567	42859214	ADAM11	0	+	22648	no	no	-1.29346844100501
4188	0.0119250425894378	0.0124888492417484	chr6	41606194	41621982	MDFI	0	+	15789	no	no	0.0666461303046253
4189	2	0.980769230769231	chr7	108210188	108215294	DNAJB9	0	+	5107	no	no	-1.0280143761696
4190	0.0267379679144385	0.0142276422764228	chr2	63815742	63834330	MDH1	0	+	18589	no	no	-0.910193218281361
4191	0.0619077700568541	0.0353012781497261	chr7	75677336	75696827	MDH2	0	+	19492	no	no	-0.810400073800529
4192	0.102167182662539	0.146666666666667	chr11	46402333	46405387	MDK	0	+	3055	no	no	0.521609163476888
4193	0.0296367112810707	0.0139968895800933	chr12	69201951	69239324	MDM2	0	+	37374	yes	up	-1.08227910002557
4194	0.0353045013239188	0.032345013477089	chr1	204485506	204527248	MDM4	0	+	41743	yes	down	-0.126308824966494
4199	0.00756013745704467	0.00529411764705882	chr6	83920109	84140938	ME1	0	-	220830	no	no	-0.514022210424403
4200	0.155932203389831	0.0622362869198312	chr18	48405431	48476162	ME2	0	+	70732	no	no	-1.32509101134423
4201	4.33333333333333	1.475	chr6	42979966	42981618	MEA1	0	-	1653	no	no	-1.55476226294546
4204	0.0305343511450382	0.0285077951002227	chrX	153287263	153363188	MECP2	0	-	75926	no	no	-0.0990767280910588
4205	0.0273972602739726	0.0122123062470643	chr15	100106132	100256629	MEF2A	0	+	150498	no	no	-1.16569595743118
4207	0.0106516290726817	0.0136332651670075	chr19	19256375	19303400	MEF2BNB-MEF2B	0	-	47026	no	no	0.356057034185979
4208	0.00851063829787234	0.00892857142857143	chr5	88014057	88199922	MEF2C	0	-	185866	no	no	0.0691620245073955
4209	0.029874213836478	0.0201308505284348	chr1	156433512	156470634	MEF2D	0	-	37123	no	no	-0.569492620521538
4212	0.0165562913907285	0.006	chr15	37183221	37393500	MEIS2	0	-	210280	no	no	-1.46434513950321
4214	0.0153374233128834	0.00510204081632653	chr5	56110899	56191978	MAP3K1	0	+	81080	no	no	-1.58790978477149
4215	0.0406654343807763	0.0285714285714286	chr17	61699800	61773670	MAP3K3	0	+	73871	no	no	-0.509229851755449
4216	0.0350047303689688	0.0197455024133392	chr6	161412758	161538417	MAP3K4	0	+	125660	no	no	-0.826025817181889
4217	0.00669144981412639	0.0101078167115903	chr6	136878186	137113656	MAP3K5	0	-	235471	yes	down	0.595080674989389
4218	0.0117733627667403	0.0153061224489796	chr19	16222489	16244445	RAB8A	0	+	21957	no	no	0.378582397373339
4232	0.0581395348837209	0.0763888888888889	chr7	130126015	130146138	MEST	0	+	20124	no	no	0.393843277009721
4233	0.00247603326772903	0.00185414091470952	chr7	116312458	116438440	MET	0	+	125983	yes	down	-0.417279805631734
4234	0.27831715210356	0.217877094972067	chr12	58162350	58165914	METTL1	0	-	3565	yes	down	-0.353215285199732
4236	0.0757238307349666	0.0662460567823344	chr15	44096732	44116951	MFAP1	0	-	20220	no	no	-0.192912813869839
4237	0.00925925925925926	0.00549450549450549	chr1	17300998	17308081	MFAP2	0	-	7084	no	no	-0.752907138035227
4238	0.0865921787709497	0.0678336980306346	chr5	153418518	153437014	MFAP3	0	+	18497	no	no	-0.352234577793813
4240	0.163895486935867	0.10077519379845	chr15	89441913	89456663	MFGE8	0	-	14751	no	no	-0.701635570993935
4241	0.0170340681362725	0.00942072559631189	chr3	196728611	196756687	MFI2	0	-	28077	no	no	-0.854512938243867
4242	0.0286054827175209	0.0248648648648649	chr22	37865100	37882478	MFNG	0	-	17379	no	no	-0.202183099627994
4245	0.0464876033057851	0.0107883817427386	chr5	180217540	180237137	MGAT1	0	-	19598	no	no	-2.10736757203131
4247	2.12903225806452	0.693548387096774	chr14	50087488	50090199	MGAT2	0	+	2712	no	no	-1.61812936465636
4254	0.0195305302723219	0.0302863160006017	chr12	88886569	88974250	KITLG	0	-	87682	yes	down	0.632934980430482
4255	0.0216165413533835	0.018018018018018	chr10	131265453	131565783	MGMT	0	+	300331	no	no	-0.262695386905929
4257	0.0477064220183486	0.0144329896907217	chr12	16500075	16530123	MGST1	0	+	30049	no	no	-1.72481331349369
4258	0.0231788079470199	0.0163398692810458	chr4	140586921	140661899	MGST2	0	+	74979	no	no	-0.504409930537814
4259	0.0874035989717224	0.0449101796407186	chr1	165600109	165625372	MGST3	0	+	25264	no	no	-0.960650193129681
4285	0.0356234096692112	0.0221179624664879	chr13	24304327	24463587	MIPEP	0	-	159261	no	no	-0.687607120695782
4287	0.0432989690721649	0.0687203791469194	chr14	92524895	92572965	ATXN3	0	-	48071	no	no	0.666405320716117
4288	0.0205864004990643	0.0170454545454545	chr10	129894924	129924468	MKI67	0	-	29545	no	no	-0.272304527120047
4289	0.00198117880138683	0.00181998676373263	chr7	130794854	131181398	MKLN1	0	+	386545	no	no	-0.122431131196058
4291	0.133333333333333	0.0763052208835341	chr3	158288952	158324249	MLF1	0	+	35298	no	no	-0.805183823015977
4292	0.0389461626575029	0.034965034965035	chr3	37034840	37092337	MLH1	0	+	57498	no	no	-0.155568239511926
4293	0.0257142857142857	0.0142292490118577	chr14	71189242	71275888	MAP3K9	0	-	86647	no	no	-0.853710557749344
4294	0.0380434782608696	0.0416666666666667	chr19	40697650	40721482	MAP3K10	0	+	23833	no	no	0.131244533278252
4296	0.044987146529563	0.0215827338129496	chr11	65365225	65381720	MAP3K11	0	-	16496	yes	up	-1.05963524396113
4297	0.00842696629213483	0.00999063378083047	chr11	118307204	118397539	KMT2A	0	+	90336	no	no	0.245562847470558
4298	0.0343468468468468	0.0224358974358974	chr19	6210391	6279959	MLLT1	0	-	69569	no	no	-0.614368768017425
4299	0.0494743351886209	0.0111702127659574	chr4	87856153	88062206	AFF1	0	+	206054	no	no	-2.14702365519994
4300	0.0234375	0.0104166666666667	chr9	20341662	20622542	MLLT3	0	-	280881	no	no	-1.16992500144231
4301	0.029700272479564	0.0223173341485784	chr6	168227670	168372700	MLLT4	0	+	145031	no	no	-0.412311462249112
4302	0.0132046724225495	0.00851516764236296	chr17	36861872	36886056	MLLT6	0	+	24185	no	no	-0.632941673659594
4303	0.111111111111111	0.0526315789473684	chrX	70315998	70323384	FOXO4	0	+	7387	no	no	-1.07800251200127
4306	0.0194805194805195	0.0137931034482759	chr4	148999914	149363672	NR3C2	0	-	363759	no	no	-0.498085050041189
4320	0.702898550724638	0.192982456140351	chr22	24115035	24126503	MMP11	0	+	11469	no	no	-1.8648467809364
4323	0.227642276422764	0.1953125	chr14	23305741	23316808	MMP14	0	+	11068	no	no	-0.220984226943639
4324	0.0585885486018642	0.0398773006134969	chr16	58059281	58080804	MMP15	0	+	21524	no	no	-0.555050957213011
4326	0.0842696629213483	0.0345345345345345	chr12	132312940	132336316	MMP17	0	+	23377	no	no	-1.28697357565637
4329	0.368421052631579	0.311111111111111	chr14	74524367	74551196	ALDH6A1	0	-	26830	no	no	-0.243925582886089
4330	0.00857142857142857	0.00266951414842499	chr22	28144264	28197486	MN1	0	-	53223	yes	up	-1.68295847824451
4331	0.00736196319018405	0.00338409475465313	chr14	61201458	61435398	MNAT1	0	+	233941	no	no	-1.12132057178025
4335	0.0164935858277337	0.0164835164835165	chr17	2287353	2304258	MNT	0	-	16906	no	no	-0.000881035166855018
4337	0.0671641791044776	0.0397350993377483	chr6	39872033	39902290	MOCS1	0	-	30258	no	no	-0.757278049588463
4338	0.333333333333333	0.120567375886525	chr5	52391508	52405602	MOCS2	0	-	14095	no	no	-1.4671260104273
4343	0.0904645476772616	0.049530315969257	chr1	113216933	113243368	MOV10	0	+	26436	no	no	-0.869040698060844
4350	0.010958904109589	0.0160183066361556	chr16	127017	135850	MPG	0	+	8834	no	no	0.547618106324385
4351	0.232839838492598	0.159332321699545	chr15	75182351	75191798	MPI	0	+	9448	no	no	-0.547298964440058
4354	0.0701754385964912	0.0181818181818182	chrX	154006958	154033802	MPP1	0	-	26845	no	no	-1.94846969935992
4355	0.00869565217391304	0.00833333333333333	chr17	41952726	41987079	MPP2	0	-	34354	no	no	-0.0614005446641434
4356	0.0795902285263987	0.0464316423043852	chr17	41878166	41910547	MPP3	0	-	32382	no	no	-0.777483008220438
4357	0.0634920634920635	0.0717703349282297	chr22	37415682	37425863	MPST	0	+	10182	no	no	0.176811387027552
4358	0.101382488479263	0.0652173913043478	chr2	27532359	27545969	MPV17	0	-	13611	no	no	-0.636479841528675
4361	0.028099173553719	0.0132450331125828	chr11	94150468	94227040	MRE11A	0	-	76573	no	no	-1.08507624841346
4363	0.00712337071839951	0.00514989884127276	chr16	16043433	16236930	ABCC1	0	+	193498	no	no	-0.468015979853204
4430	0.0243027888446215	0.0117200965184419	chr2	192110106	192290115	MYO1B	0	+	180010	no	no	-1.05213742767241
4435	0.714285714285714	0.666666666666667	chrX	71521487	71527037	CITED1	0	-	5551	no	no	-0.0995356735509146
4436	0.0190355329949239	0.0161290322580645	chr2	47630205	47710367	MSH2	0	+	80163	no	no	-0.239035086539018
4437	0.0291970802919708	0.0133843212237094	chr5	79950466	80172634	MSH3	0	+	222169	no	no	-1.12528013122881
4438	0.0626223091976517	0.0141307090587938	chr1	76262555	76378923	MSH4	0	+	116369	yes	up	-2.14784284897276
4440	0.0310160427807487	0.0276497695852535	chr12	120779132	120806983	MSI1	0	-	27852	no	no	-0.165747172075896
4478	0.0127388535031847	0.0114649681528662	chrX	64887510	64961793	MSN	0	+	74284	no	no	-0.15200309344505
4482	0.0245511176255038	0.0116361071932299	chr8	9911778	10286401	MSRA	0	+	374624	no	no	-1.07718020906469
4485	0.239130434782609	0.595238095238095	chr3	49721379	49726196	MST1	0	-	4818	no	no	1.31566910441568
4486	0.0792792792792793	0.0258241758241758	chr3	49924435	49941306	MST1R	0	-	16872	no	no	-1.61822154080825
4487	0.848178137651822	0.316717791411043	chr4	4861391	4865660	MSX1	0	+	4270	no	no	-1.42116938492631
4488	0.948717948717949	0.225352112676056	chr5	174151574	174157902	MSX2	0	+	6329	yes	up	-2.07379826627138
4501	0.807692307692308	0.476190476190476	chr16	56716381	56718108	MT1X	0	+	1728	no	no	-0.762267032529066
4507	0.00853337586729404	0.00708502024291498	chr9	21802634	21865969	MTAP	0	+	63336	yes	down	-0.268344620277709
4515	0.84375	0.247706422018349	chrX	154292308	154299547	MTCP1	0	-	7240	no	no	-1.76818432477693
4520	0.076845298281092	0.0688622754491018	chr1	38275238	38325292	MTF1	0	-	50055	no	no	-0.158243139101514
4521	0.340314136125654	0.143646408839779	chr7	2281856	2290780	NUDT1	0	+	8925	no	no	-1.24434515393482
4522	0.022737819025522	0.0146972369194591	chr14	64854758	64926725	MTHFD1	0	+	71968	no	no	-0.629548926027408
4524	0.0915619389587074	0.0330687830687831	chr1	11845786	11866160	MTHFR	0	-	20375	no	no	-1.46927805907781
4528	0.111317254174397	0.0593824228028504	chr2	55463755	55496384	MTIF2	0	-	32630	no	no	-0.906569366147684
4534	0.0748065348237317	0.0278677900194426	chrX	149737046	149841616	MTM1	0	+	104571	no	no	-1.42456570624415
4543	0.104166666666667	0.028125	chr4	187454808	187476537	MTNR1A	0	-	21730	no	no	-1.88896868761126
4547	0.827586206896552	0.333333333333333	chr4	100485239	100545154	MTTP	0	+	59916	no	no	-1.31194400631474
4548	0.0196335078534031	0.0135208220659816	chr1	236958580	237067281	MTR	0	+	108702	yes	down	-0.538135087202241
4552	0.162576687116564	0.0846930846930847	chr5	7869216	7901235	MTRR	0	+	32020	no	no	-0.940804313775897
4580	0.258928571428571	0.115577889447236	chr1	155178489	155183630	MTX1	0	+	5142	no	no	-1.1636887375566
4582	0.160919540229885	0.271186440677966	chr1	155158299	155162706	MUC1	0	-	4408	yes	down	0.752945524429283
4591	0.0238262088297127	0.0239130434782609	chr17	57059999	57184266	TRIM37	0	-	124268	no	no	0.0052483459183459
4594	0.27027027027027	0.141304347826087	chr6	49398072	49431041	MUT	0	-	32970	no	no	-0.935596967174333
4595	0.0193548387096774	0.0144927536231884	chr1	45794913	45806142	MUTYH	0	-	11230	no	no	-0.417362552225088
4597	0.29040404040404	0.114790286975717	chr16	88718347	88729495	MVD	0	-	11149	no	no	-1.33906095276991
4598	0.053030303030303	0.059190031152648	chr12	110011499	110035071	MVK	0	+	23573	no	no	0.158537223622132
4599	0.119266055045872	0.154929577464789	chr21	42792484	42831141	MX1	0	+	38658	no	no	0.377429105768449
4601	0.010989010989011	0.00955414012738853	chr10	111967362	112047123	MXI1	0	+	79762	yes	down	-0.201863607971775
4602	0.0446428571428571	0.0363636363636364	chr6	135502452	135540311	MYB	0	+	37860	no	no	-0.295932886354418
4603	0.22	0.0745967741935484	chr8	67474409	67525484	MYBL1	0	-	51076	no	no	-1.5603183736205
4605	0.0601045296167247	0.0384615384615385	chr20	42295658	42345136	MYBL2	0	+	49479	no	no	-0.644057248243573
4606	0.0192307692307692	0.04	chr19	50936159	50969583	MYBPC2	0	+	33425	no	no	1.05658352836637
4609	0.186201957507758	0.127637130801688	chr8	128748314	128753680	MYC	0	+	5367	yes	down	-0.544820156506752
4610	1.41666666666667	0.5	chr1	40361095	40367687	MYCL	0	-	6593	no	no	-1.50250034052918
4615	0.327731092436975	0.114832535885167	chr3	38179968	38184512	MYD88	0	+	4545	no	no	-1.51298108691403
4616	2.43243243243243	2.21818181818182	chr19	2476122	2478257	GADD45B	0	+	2136	no	no	-0.133022106662498
4627	0.0277005347593583	0.00853667749490066	chr22	36677322	36784063	MYH9	0	-	106742	no	no	-1.69816724561637
4628	0.023581429624171	0.0161834120026972	chr17	8377522	8534079	MYH10	0	-	156558	no	no	-0.54313537631462
4636	0.078239608801956	0.0539906103286385	chr4	671710	675817	MYL5	0	+	4108	no	no	-0.535190631227076
4637	0.290322580645161	0.154050464807437	chr12	56552044	56555366	MYL6	0	+	3323	no	no	-0.914253750599793
4638	0.143302180685358	0.0777385159010601	chr3	123331142	123603149	MYLK	0	-	272008	no	no	-0.882359093129295
4641	0.00134003350083752	0.0013840830449827	chr17	1367479	1396001	MYO1C	0	-	28523	no	no	0.0466614387641261
4642	0.0228915662650602	0.00908773156239077	chr17	30819627	31203902	MYO1D	0	-	384276	no	no	-1.33282405139139
4643	0.0107286544479213	0.00915465523957928	chr15	59428167	59665071	MYO1E	0	-	236905	no	no	-0.228891688559818
4644	0.06288532675709	0.032007759456838	chr15	52599479	52821247	MYO5A	0	-	221769	no	no	-0.974301735763877
4645	0.0113774888256806	0.00523925951798812	chr18	47349155	47721451	MYO5B	0	-	372297	no	no	-1.11874733899028
4646	0.0395845030881527	0.0135729306060027	chr6	76458908	76629254	MYO6	0	+	170347	no	no	-1.54420348647049
4649	0.0366492146596859	0.0128354725787631	chr15	72118360	72410440	MYO9A	0	-	292081	yes	down	-1.51364586949706
4650	0.013603759584467	0.00769738288981746	chr19	17186590	17324104	MYO9B	0	+	137515	no	no	-0.821565497052538
4651	0.0217043637194425	0.0106529887551785	chr5	16662015	16936385	MYO10	0	-	274371	no	no	-1.02672688611791
4659	0.0191275167785235	0.00982362134405001	chr12	80167342	80329235	PPP1R12A	0	-	161894	no	no	-0.961322731033618
4660	0.00778967867575463	0.0101522842639594	chr1	202317829	202557697	PPP1R12B	0	+	239869	no	no	0.382168646861819
4664	0.0358565737051793	0.026578073089701	chr2	191513847	191557492	NAB1	0	+	43646	no	no	-0.432001124251242
4665	0.0596491228070175	0.0242792109256449	chr12	57482676	57489259	NAB2	0	+	6584	no	no	-1.29677938720629
4666	0.0522347872913301	0.0282431785543322	chr12	57106210	57119326	NACA	0	-	13117	no	no	-0.887108469956974
4668	0.138095238095238	0.051792828685259	chr22	42454337	42466846	NAGA	0	-	12510	no	no	-1.41483931327113
4669	0.13871635610766	0.101626016260163	chr17	40687950	40696466	NAGLU	0	+	8517	no	no	-0.448868127186514
4670	0.0271757825937393	0.0178617654672534	chr19	8509711	8554002	HNRNPM	0	+	44292	no	no	-0.605446897494628
4673	0.0399436090225564	0.0259325044404973	chr12	76438671	76478738	NAP1L1	0	-	40068	no	no	-0.623203148724087
4676	0.0475602223594812	0.0457209847596717	chr11	2965659	3013607	NAP1L4	0	-	47949	no	no	-0.0568989828483772
4677	0.1088	0.0985037406483791	chr18	55267893	55289177	NARS	0	-	21285	no	no	-0.143428139978707
4678	0.0563186813186813	0.0257406508013599	chr1	46049659	46084578	NASP	0	+	34920	no	no	-1.12956502448844
4681	0.00617283950617284	0.00560224089635854	chr1	19969722	19984949	NBL1	0	+	15228	no	no	-0.139930261144475
4682	0.0489977728285078	0.0364583333333333	chr16	10837642	10863208	NUBP1	0	+	25567	yes	down	-0.426467562559702
4683	0.0988200589970502	0.106312292358804	chr8	90945563	90996899	NBN	0	-	51337	yes	down	0.105432595918869
4686	0.0323404255319149	0.016120365394949	chr9	100395704	100436029	NCBP1	0	+	40326	no	no	-1.00445421644186
4690	0.0551124002900653	0.0262096774193548	chr3	136581049	136670452	NCK1	0	+	89404	no	no	-1.07227736417539
4691	0.095771144278607	0.0623789228981015	chr2	232319458	232329205	NCL	0	-	9748	no	no	-0.618532397495325
4694	0.299270072992701	0.123853211009174	chrX	119005733	119010629	NDUFA1	0	+	4897	no	no	-1.27281674427101
4695	2.6	1	chr5	140024947	140027370	NDUFA2	0	-	2424	no	no	-1.37851162325373
4696	0.507936507936508	0.305084745762712	chr19	54606159	54610281	NDUFA3	0	+	4123	no	no	-0.735438124419612
